Date,Time_hms,Year,DOY,TOD,Dolphin,Humpback,Minke ,Noise,Sampling_method,SST,SSS,Chl_0,Chl_15,Wind_speed,Tide_level
06/07/2022,06:59:00,2022,187,0659,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,1.12
07/07/2022,06:59:00,2022,188,0659,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,1.06
08/07/2022,06:59:00,2022,189,0659,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,0.96
09/07/2022,06:59:00,2022,190,0659,0,1,1,0,Duty cycle,22.07,35.63,0.016,0.032,7.72,0.83
01/08/2022,06:59:00,2022,213,0659,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,1.12
02/08/2022,06:59:00,2022,214,0659,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,1.28
03/08/2022,06:59:00,2022,215,0659,0,1,0,0,Duty cycle,21.97,33.42,0.041,0.017,4.37,0.18
01/09/2022,06:59:00,2022,244,0659,0,1,0,0,Duty cycle,22.28,35.54,0.025,0.028,6.4,1.38
14/09/2022,06:59:00,2022,257,0659,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.3
11/03/2021,07:00:00,2021,70,0700,1,0,0,0,Duty cycle,27.51,34.7,0.028,0.037,7.78,NA
01/05/2021,07:00:00,2021,121,0700,1,0,1,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,1.44
02/05/2021,07:00:00,2021,122,0700,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,NA
03/05/2021,07:00:00,2021,123,0700,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.13
04/05/2021,07:00:00,2021,124,0700,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1
05/05/2021,07:00:00,2021,125,0700,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,0.88
06/05/2021,07:00:00,2021,126,0700,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,0.77
11/03/2021,07:15:00,2021,70,0715,1,0,0,0,Duty cycle,27.51,34.7,0.028,0.037,7.78,0.47
01/05/2021,07:15:00,2021,121,0715,1,0,1,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,1.39
02/05/2021,07:15:00,2021,122,0715,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,2.18
03/05/2021,07:15:00,2021,123,0715,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.16
04/05/2021,07:15:00,2021,124,0715,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.02
05/05/2021,07:15:00,2021,125,0715,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,0.89
06/05/2021,07:15:00,2021,126,0715,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,0.78
24/06/2021,07:29:00,2021,175,0729,1,1,1,1,Duty cycle,23.24,34.28,0.027,0.028,2.85,0.08
25/06/2021,07:29:00,2021,176,0729,0,1,1,0,Duty cycle,23.19,34.28,0.027,0.028,5.37,0.39
26/06/2021,07:29:00,2021,177,0729,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,0.6
27/06/2021,07:29:00,2021,178,0729,0,1,1,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,0.88
28/06/2021,07:29:00,2021,179,0729,0,1,1,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,1.15
29/06/2021,07:29:00,2021,180,0729,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,1.32
30/06/2021,07:29:00,2021,181,0729,0,1,0,1,Duty cycle,23.26,36.01,0.024,0.027,8.74,2.03
01/07/2021,07:29:00,2021,182,0729,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,NA
02/07/2021,07:29:00,2021,183,0729,0,1,0,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,1.07
03/07/2021,07:29:00,2021,184,0729,0,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,1.12
04/07/2021,07:29:00,2021,185,0729,0,1,0,0,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.01
05/07/2021,07:29:00,2021,186,0729,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,NA
06/07/2021,07:29:00,2021,187,0729,0,1,1,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,0.47
07/07/2021,07:29:00,2021,188,0729,0,1,1,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,0.52
08/07/2021,07:29:00,2021,189,0729,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,0.39
09/07/2021,07:29:00,2021,190,0729,0,1,1,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,0.63
10/07/2021,07:29:00,2021,191,0729,0,1,1,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,0.62
11/07/2021,07:29:00,2021,192,0729,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,0.69
12/07/2021,07:29:00,2021,193,0729,0,1,1,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,0.8
13/07/2021,07:29:00,2021,194,0729,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,0.97
14/07/2021,07:29:00,2021,195,0729,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,1.15
01/08/2021,07:29:00,2021,213,0729,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,1.19
02/08/2021,07:29:00,2021,214,0729,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.06
03/09/2021,07:29:00,2021,246,0729,0,1,0,1,Duty cycle,22.11,34.29,0.024,0.026,6.4,0.69
23/09/2021,07:29:00,2021,266,0729,1,1,0,0,Duty cycle,22.54,35.55,0.026,0.022,6.3,0.63
01/10/2021,07:29:00,2021,274,0729,1,1,0,1,Duty cycle,22.55,34.52,0.024,0.021,5.85,0.71
16/10/2021,07:29:00,2021,289,0729,1,0,0,1,Duty cycle,23.38,35.89,0.022,0.024,5.46,NA
17/02/2022,07:29:00,2022,48,0729,1,0,0,0,Duty cycle,26.65,34.72,0.032,0.044,6.54,0.54
28/02/2022,07:29:00,2022,59,0729,1,0,0,1,Duty cycle,27.38,35.43,0.037,0.044,1.61,0.56
01/03/2022,07:29:00,2022,60,0729,1,0,0,0,Duty cycle,27.28,35.43,0.037,0.044,4.09,0.38
20/03/2022,07:29:00,2022,79,0729,1,0,0,0,Duty cycle,27.04,31.98,0.037,0.044,10.1,0.75
25/04/2022,07:29:00,2022,115,0729,1,0,0,1,Duty cycle,25.82,35.93,0.041,0.017,12.87,0.79
01/05/2022,07:29:00,2022,121,0729,1,0,0,1,Duty cycle,25.77,33.88,0.038,0.025,8.69,0.59
02/05/2022,07:29:00,2022,122,0729,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,0.73
03/05/2022,07:29:00,2022,123,0729,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,0.88
04/05/2022,07:29:00,2022,124,0729,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,1.03
05/05/2022,07:29:00,2022,125,0729,1,0,0,1,Duty cycle,25.79,34.65,0.041,0.041,4.05,1.14
01/06/2022,07:29:00,2022,152,0729,0,1,1,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,0.8
02/06/2022,07:29:00,2022,153,0729,0,1,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.93
02/06/2022,07:29:00,2022,153,0729,0,0,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.93
03/06/2022,07:29:00,2022,154,0729,0,0,0,0,Duty cycle,23.8,34.45,0.036,0.041,4.63,1.05
04/06/2022,07:29:00,2022,155,0729,0,0,0,0,Duty cycle,23.88,34.45,0.036,0.041,7.46,1.03
05/06/2022,07:29:00,2022,156,0729,0,0,0,0,Duty cycle,23.96,33.86,0.036,0.041,3.2,1.22
06/06/2022,07:29:00,2022,157,0729,0,0,0,1,Duty cycle,23.9,33.86,0.036,0.041,6.97,1.64
07/06/2022,07:29:00,2022,158,0729,0,1,0,0,Duty cycle,23.79,33.86,0.036,0.041,4.76,1.13
08/06/2022,07:29:00,2022,159,0729,0,0,0,1,Duty cycle,23.77,33.96,0.036,0.043,11.06,1.03
09/06/2022,07:29:00,2022,160,0729,0,0,0,1,Duty cycle,23.18,33.96,0.036,0.043,6.08,0.91
10/06/2022,07:29:00,2022,161,0729,0,0,0,0,Duty cycle,23.07,33.96,0.036,0.043,7.37,0.78
11/06/2022,07:29:00,2022,162,0729,0,1,0,1,Duty cycle,22.98,33.96,0.036,0.043,8.41,NA
25/06/2022,07:29:00,2022,176,0729,0,1,1,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,1.57
26/06/2022,07:29:00,2022,177,0729,0,1,0,1,Duty cycle,22.84,34.35,0.032,0.036,9.72,1.69
27/06/2022,07:29:00,2022,178,0729,0,1,0,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,0.4
28/06/2022,07:29:00,2022,179,0729,0,1,1,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,0.65
29/06/2022,07:29:00,2022,180,0729,0,1,1,0,Duty cycle,22.75,34.35,0.025,0.036,9.41,0.66
30/06/2022,07:29:00,2022,181,0729,0,1,0,1,Duty cycle,22.72,34.35,0.025,0.036,6.51,0.72
01/07/2022,07:29:00,2022,182,0729,0,1,0,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,0.83
02/07/2022,07:29:00,2022,183,0729,0,1,0,1,Duty cycle,22.59,35.06,0.025,0.036,7.2,0.96
03/07/2022,07:29:00,2022,184,0729,0,1,0,1,Duty cycle,22.58,35.06,0.025,0.036,7.89,1.09
04/07/2022,07:29:00,2022,185,0729,0,1,0,0,Duty cycle,22.55,34.79,0.025,0.036,9.28,1.21
05/07/2022,07:29:00,2022,186,0729,0,1,0,0,Duty cycle,22.49,34.79,0.025,0.036,7.41,1.31
06/07/2022,07:29:00,2022,187,0729,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,1.16
07/07/2022,07:29:00,2022,188,0729,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,1.09
08/07/2022,07:29:00,2022,189,0729,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,0.99
09/07/2022,07:29:00,2022,190,0729,0,1,1,0,Duty cycle,22.07,35.63,0.016,0.032,7.72,0.85
01/08/2022,07:29:00,2022,213,0729,0,1,1,1,Duty cycle,21.8,33.42,0.037,0.016,5.5,0.97
02/08/2022,07:29:00,2022,214,0729,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,1.14
03/08/2022,07:29:00,2022,215,0729,0,1,1,0,Duty cycle,21.97,33.42,0.041,0.017,4.37,0.26
01/09/2022,07:29:00,2022,244,0729,0,1,0,0,Duty cycle,22.28,35.54,0.025,0.028,6.4,1.22
14/09/2022,07:29:00,2022,257,0729,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.1
11/03/2021,07:30:00,2021,70,0730,1,0,0,0,Duty cycle,27.51,34.7,0.028,0.037,7.78,0.48
01/05/2021,07:30:00,2021,121,0730,1,0,1,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,1.33
02/05/2021,07:30:00,2021,122,0730,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,2.16
03/05/2021,07:30:00,2021,123,0730,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.18
04/05/2021,07:30:00,2021,124,0730,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.03
05/05/2021,07:30:00,2021,125,0730,1,0,0,1,Duty cycle,24.95,34.1,0.043,0.043,9.45,0.91
06/05/2021,07:30:00,2021,126,0730,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,0.79
02/11/2022,07:30:00,2022,306,0730,0,0,0,0,Duty cycle,23.9,35.18,0.02,0.02,2.48,0.61
11/03/2021,07:45:00,2021,70,0745,0,0,0,0,Duty cycle,27.51,34.7,0.028,0.037,7.78,0.51
01/05/2021,07:45:00,2021,121,0745,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,1.28
02/05/2021,07:45:00,2021,122,0745,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,2.12
03/05/2021,07:45:00,2021,123,0745,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.21
04/05/2021,07:45:00,2021,124,0745,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.05
05/05/2021,07:45:00,2021,125,0745,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,0.92
06/05/2021,07:45:00,2021,126,0745,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,0.81
20/06/2021,07:58:00,2021,171,0758,0,0,1,0,Continuous,23.02,35.99,0.027,0.024,4.54,0.96
21/06/2021,07:58:00,2021,172,0758,0,1,0,1,Continuous,22.88,34.28,0.027,0.024,9.13,0.74
15/06/2021,07:59:00,2021,166,0759,0,0,1,0,Continuous,23.4,34.73,0.028,0.022,2.61,1.11
16/06/2021,07:59:00,2021,167,0759,1,1,0,1,Continuous,23.87,35.45,0.027,0.024,6.29,1.24
17/06/2021,07:59:00,2021,168,0759,1,1,1,1,Continuous,23.52,35.45,0.027,0.024,5.45,1.94
18/06/2021,07:59:00,2021,169,0759,1,0,1,0,Continuous,23.41,35.99,0.027,0.024,8.23,1.35
19/06/2021,07:59:00,2021,170,0759,0,1,1,0,Continuous,22.86,35.99,0.027,0.024,9.77,1.16
24/06/2021,07:59:00,2021,175,0759,1,1,1,1,Duty cycle,23.24,34.28,0.027,0.028,2.85,0.11
25/06/2021,07:59:00,2021,176,0759,0,1,0,0,Duty cycle,23.19,34.28,0.027,0.028,5.37,0.32
26/06/2021,07:59:00,2021,177,0759,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,0.47
27/06/2021,07:59:00,2021,178,0759,0,1,0,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,0.72
28/06/2021,07:59:00,2021,179,0759,0,1,1,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,1
29/06/2021,07:59:00,2021,180,0759,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,1.22
30/06/2021,07:59:00,2021,181,0759,0,1,0,0,Duty cycle,23.26,36.01,0.024,0.027,8.74,1.94
01/07/2021,07:59:00,2021,182,0759,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,1.88
02/07/2021,07:59:00,2021,183,0759,0,1,0,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,1.09
03/07/2021,07:59:00,2021,184,0759,0,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,1.16
04/07/2021,07:59:00,2021,185,0759,1,1,0,0,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.04
05/07/2021,07:59:00,2021,186,0759,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,NA
06/07/2021,07:59:00,2021,187,0759,0,1,0,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,0.54
07/07/2021,07:59:00,2021,188,0759,1,1,1,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,0.62
08/07/2021,07:59:00,2021,189,0759,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,0.45
09/07/2021,07:59:00,2021,190,0759,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,0.35
10/07/2021,07:59:00,2021,191,0759,0,1,1,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,0.59
11/07/2021,07:59:00,2021,192,0759,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,0.61
12/07/2021,07:59:00,2021,193,0759,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,0.69
13/07/2021,07:59:00,2021,194,0759,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,0.84
14/07/2021,07:59:00,2021,195,0759,0,1,0,1,Duty cycle,22.99,34.29,0.022,0.024,9.79,1.01
01/08/2021,07:59:00,2021,213,0759,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,1.21
02/08/2021,07:59:00,2021,214,0759,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.08
03/09/2021,07:59:00,2021,246,0759,0,1,0,1,Duty cycle,22.11,34.29,0.024,0.026,6.4,0.79
23/09/2021,07:59:00,2021,266,0759,0,1,0,1,Duty cycle,22.54,35.55,0.026,0.022,6.3,0.47
01/10/2021,07:59:00,2021,274,0759,0,1,0,1,Duty cycle,22.55,34.52,0.024,0.021,5.85,0.72
16/10/2021,07:59:00,2021,289,0759,1,0,0,1,Duty cycle,23.38,35.89,0.022,0.024,5.46,NA
17/02/2022,07:59:00,2022,48,0759,1,0,0,1,Duty cycle,26.65,34.72,0.032,0.044,6.54,0.42
28/02/2022,07:59:00,2022,59,0759,1,0,0,1,Duty cycle,27.38,35.43,0.037,0.044,1.61,0.68
01/03/2022,07:59:00,2022,60,0759,1,0,0,1,Duty cycle,27.28,35.43,0.037,0.044,4.09,0.43
20/03/2022,07:59:00,2022,79,0759,1,0,0,0,Duty cycle,27.04,31.98,0.037,0.044,10.1,0.57
25/04/2022,07:59:00,2022,115,0759,1,0,0,1,Duty cycle,25.82,35.93,0.041,0.017,12.87,0.83
01/05/2022,07:59:00,2022,121,0759,1,0,0,1,Duty cycle,25.77,33.88,0.038,0.025,8.69,0.54
02/05/2022,07:59:00,2022,122,0759,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,0.64
03/05/2022,07:59:00,2022,123,0759,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,0.78
04/05/2022,07:59:00,2022,124,0759,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,0.93
05/05/2022,07:59:00,2022,125,0759,1,0,0,0,Duty cycle,25.79,34.65,0.041,0.041,4.05,1.06
01/06/2022,07:59:00,2022,152,0759,0,1,0,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,0.73
02/06/2022,07:59:00,2022,153,0759,0,1,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.84
02/06/2022,07:59:00,2022,153,0759,0,0,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.84
03/06/2022,07:59:00,2022,154,0759,0,0,0,0,Duty cycle,23.8,34.45,0.036,0.041,4.63,0.96
04/06/2022,07:59:00,2022,155,0759,0,0,1,0,Duty cycle,23.88,34.45,0.036,0.041,7.46,0.97
05/06/2022,07:59:00,2022,156,0759,1,0,0,0,Duty cycle,23.96,33.86,0.036,0.041,3.2,1.17
06/06/2022,07:59:00,2022,157,0759,0,0,0,1,Duty cycle,23.9,33.86,0.036,0.041,6.97,1.68
07/06/2022,07:59:00,2022,158,0759,0,1,0,1,Duty cycle,23.79,33.86,0.036,0.041,4.76,1.17
08/06/2022,07:59:00,2022,159,0759,0,0,0,1,Duty cycle,23.77,33.96,0.036,0.043,11.06,1.07
09/06/2022,07:59:00,2022,160,0759,1,1,0,0,Duty cycle,23.18,33.96,0.036,0.043,6.08,0.94
10/06/2022,07:59:00,2022,161,0759,0,0,0,1,Duty cycle,23.07,33.96,0.036,0.043,7.37,0.8
11/06/2022,07:59:00,2022,162,0759,0,1,0,1,Duty cycle,22.98,33.96,0.036,0.043,8.41,NA
25/06/2022,07:59:00,2022,176,0759,0,1,1,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,1.52
26/06/2022,07:59:00,2022,177,0759,0,1,0,0,Duty cycle,22.84,34.35,0.032,0.036,9.72,1.64
27/06/2022,07:59:00,2022,178,0759,0,1,0,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,0.47
28/06/2022,07:59:00,2022,179,0759,0,0,0,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,0.39
29/06/2022,07:59:00,2022,180,0759,0,1,0,0,Duty cycle,22.75,34.35,0.025,0.036,9.41,0.62
30/06/2022,07:59:00,2022,181,0759,0,1,1,0,Duty cycle,22.72,34.35,0.025,0.036,6.51,0.66
01/07/2022,07:59:00,2022,182,0759,0,1,0,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,0.73
02/07/2022,07:59:00,2022,183,0759,0,1,0,1,Duty cycle,22.59,35.06,0.025,0.036,7.2,0.85
03/07/2022,07:59:00,2022,184,0759,0,1,0,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,0.98
04/07/2022,07:59:00,2022,185,0759,0,1,0,1,Duty cycle,22.55,34.79,0.025,0.036,9.28,1.11
05/07/2022,07:59:00,2022,186,0759,0,1,0,0,Duty cycle,22.49,34.79,0.025,0.036,7.41,1.24
06/07/2022,07:59:00,2022,187,0759,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,1.2
07/07/2022,07:59:00,2022,188,0759,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,1.13
08/07/2022,07:59:00,2022,189,0759,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,1.02
09/07/2022,07:59:00,2022,190,0759,0,1,1,0,Duty cycle,22.07,35.63,0.016,0.032,7.72,0.87
01/08/2022,07:59:00,2022,213,0759,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,0.82
02/08/2022,07:59:00,2022,214,0759,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,0.99
03/08/2022,07:59:00,2022,215,0759,0,1,0,0,Duty cycle,21.97,33.42,0.041,0.017,4.37,0.37
01/09/2022,07:59:00,2022,244,0759,0,1,0,0,Duty cycle,22.28,35.54,0.025,0.028,6.4,1.04
14/09/2022,07:59:00,2022,257,0759,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,0.9
11/03/2021,08:00:00,2021,70,0800,1,0,0,0,Duty cycle,27.51,34.7,0.028,0.037,7.78,0.55
01/05/2021,08:00:00,2021,121,0800,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,1.21
02/05/2021,08:00:00,2021,122,0800,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,2.06
03/05/2021,08:00:00,2021,123,0800,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.24
04/05/2021,08:00:00,2021,124,0800,1,0,0,1,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.07
05/05/2021,08:00:00,2021,125,0800,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,0.94
06/05/2021,08:00:00,2021,126,0800,1,0,0,1,Duty cycle,26.73,34.96,0.043,0.043,4.29,0.82
09/02/2021,08:01:00,2021,40,0801,0,0,0,0,Continuous,27.25,35.18,0.044,0.04,11.22,0.73
11/03/2021,08:15:00,2021,70,0815,1,0,0,0,Duty cycle,27.51,34.7,0.028,0.037,7.78,0.6
01/05/2021,08:15:00,2021,121,0815,1,0,1,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,1.15
02/05/2021,08:15:00,2021,122,0815,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.99
03/05/2021,08:15:00,2021,123,0815,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.27
04/05/2021,08:15:00,2021,124,0815,1,0,0,1,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.09
05/05/2021,08:15:00,2021,125,0815,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,0.95
06/05/2021,08:15:00,2021,126,0815,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,0.83
24/06/2021,08:29:00,2021,175,0829,1,1,0,1,Duty cycle,23.24,34.28,0.027,0.028,2.85,0.2
25/06/2021,08:29:00,2021,176,0829,0,1,1,0,Duty cycle,23.19,34.28,0.027,0.028,5.37,0.1
26/06/2021,08:29:00,2021,177,0829,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,0.37
27/06/2021,08:29:00,2021,178,0829,0,1,1,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,0.57
28/06/2021,08:29:00,2021,179,0829,0,1,1,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,0.84
29/06/2021,08:29:00,2021,180,0829,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,1.09
30/06/2021,08:29:00,2021,181,0829,0,1,0,0,Duty cycle,23.26,36.01,0.024,0.027,8.74,1.78
01/07/2021,08:29:00,2021,182,0829,0,1,0,1,Duty cycle,22.95,34.57,0.024,0.027,8.24,1.84
02/07/2021,08:29:00,2021,183,0829,0,1,0,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,1.1
03/07/2021,08:29:00,2021,184,0829,0,1,1,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,1.2
04/07/2021,08:29:00,2021,185,0829,0,1,0,1,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.07
05/07/2021,08:29:00,2021,186,0829,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,NA
06/07/2021,08:29:00,2021,187,0829,1,1,0,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,0.65
07/07/2021,08:29:00,2021,188,0829,0,1,1,1,Duty cycle,22.87,33.3,0.019,0.027,7.2,0.74
08/07/2021,08:29:00,2021,189,0829,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,0.54
09/07/2021,08:29:00,2021,190,0829,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,0.4
10/07/2021,08:29:00,2021,191,0829,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,0.32
11/07/2021,08:29:00,2021,192,0829,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,0.56
12/07/2021,08:29:00,2021,193,0829,0,1,1,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,0.6
13/07/2021,08:29:00,2021,194,0829,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,0.71
14/07/2021,08:29:00,2021,195,0829,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,0.88
01/08/2021,08:29:00,2021,213,0829,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,1.24
02/08/2021,08:29:00,2021,214,0829,0,1,1,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.1
03/09/2021,08:29:00,2021,246,0829,0,1,0,1,Duty cycle,22.11,34.29,0.024,0.026,6.4,0.89
23/09/2021,08:29:00,2021,266,0829,1,1,0,0,Duty cycle,22.54,35.55,0.026,0.022,6.3,0.35
01/10/2021,08:29:00,2021,274,0829,1,1,0,1,Duty cycle,22.55,34.52,0.024,0.021,5.85,0.73
16/10/2021,08:29:00,2021,289,0829,1,0,0,1,Duty cycle,23.38,35.89,0.022,0.024,5.46,NA
17/02/2022,08:29:00,2022,48,0829,1,0,0,1,Duty cycle,26.65,34.72,0.032,0.044,6.54,0.37
28/02/2022,08:29:00,2022,59,0829,1,0,0,1,Duty cycle,27.38,35.43,0.037,0.044,1.61,0.84
01/03/2022,08:29:00,2022,60,0829,1,0,0,0,Duty cycle,27.28,35.43,0.037,0.044,4.09,0.54
20/03/2022,08:29:00,2022,79,0829,1,0,0,0,Duty cycle,27.04,31.98,0.037,0.044,10.1,0.45
02/04/2022,08:29:00,2022,92,0829,1,0,0,0,Duty cycle,26.93,34.77,0.019,0.04,9.27,0.43
01/05/2022,08:29:00,2022,121,0829,1,0,0,1,Duty cycle,25.77,33.88,0.038,0.025,8.69,0.33
02/05/2022,08:29:00,2022,122,0829,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,0.6
